post_pred
The cabinet is now open.
The hand towel holder is now full.
The cloth is now wet.
The pan is now dirty.
The cabinet door is now closed.
The potato is now cooked.
The bowl is now dirty.
The stove is now turned on.
The statue is now broken.
The pot is now dirty.
The cloth is now on the shelf.
The potato is now cooking.
The stove is now on.
The apple is now out of the microwave.
The coffee machine is now turned off.
The apple is now on the other side of the counter.
The burner is now off.
The potato is now in the robot's hand.
The cabinet is now open.
The plunger is now on the floor.
The potato is now cooked.
The lamp is now off.
The mug is now inside the cabinet.
The cloth is now dirty.
The cup is now empty.
The cabinet is now closed.
The cabinet is now open.
The potato is now cooked.
The tomato cooks and becomes soft.
The laptop is now in the robot's hand.
The tennis racket is now broken.
The cabinet is now closed.
The laptop is now broken.
The cloth is now dirty.
The pot now has water in it.
The credit card is now on the dresser.
The potato is now sliced.
The apple is now cooked.
The cabinet door is now open.
The statue is now broken.
The statue is now broken.
The cabinet door is now closed.
The cabinet is now closed.
The cabinet is now open.
The apple is cooked.
The coffee maker is now on.
The cup is now empty.
The cup is now in the robot's hand.
The potato is now cooking.
The bowl is now dirty.
The bowl is now dirty.
The cabinet is now open.
The cloth is now folded.
The floor lamp is now turned off.
The laptop is now on the floor.
The cabinet is now closed.
The box is now in the robot's hand.
The cup is now in the robot's hand.
The toilet paper is now on the dresser.
The cabinet is now closed.
The coffee machine is now off.
The egg is now cooking.
The CD is now on the side table.
The tomato is now in slices.
The toilet is now open.
The apple is now sliced.
The cloth is now wet.
The cloth is now dirty.
The pot of hot water is now off and the egg is cooked.
The tomato is now cooked.
The tomato is now sliced.
The pen is now on the chair.
The faucet is now on.
The glass bottle is now broken.
The toilet is now open.
The soap bar is now inside the toilet.
The apple is now sliced.
The cloth is now dirty.
The apple is now cooked.
The laptop is now off.
The bottle is now empty.
The stove is now off.
The bowl is now empty.
The bowl is now empty.
The cabinet is now closed.
The laptop is now broken.
The tomato cooks.
The cabinet is now closed.
The cabinet is now open.
The cabinet is now closed.
The cabinet is now closed.
The faucet is now running.
The apple is now cooked.
The apple is now sliced.
The stove is now on.
The tomato is now cooked.
The tomato is now cooked.
The apple is now on the stove.
The tomato is now cooked.
The bowl is now empty.
The mug is now empty.
The cabinet door is now open.
The cup is now empty.
The apple is now cooked.
The stove is now on.
The cup is now empty.
The tomato is now cooked.
The potato is now cooked.
The lid is now closed.
The potato is now sliced.
The tomato is now sliced.
The mug is now full.
The stove is now off.
The laptop is now off the table.
The laptop is now broken.
The TV is now turned off.
The cabinet is now open.
The egg is now cooked.
The mirror is now dirty.
The mug is now in the robot's hand.
The potato is now cooked.
The coffee machine is now on and the mug is filled with coffee.
The apple is now cooked.
The potato is now out of the microwave.
The bread is now toasted.
The bread is now sliced.
The lights are now off.
The sink is now empty.
The mug is now empty.
The apple cooks in the pan.
The potato is now in the pan.
The egg is now cooked.
The light is now on.
The cellphone is now broken.
The microwave is now closed.
The fridge door is now closed and the lettuce is still in the fridge.
The mug is now out of the microwave.
The bread is now out of the toaster.
The mirror is now dirty.
The mug is now empty.
The mirror is now dirty.
The cloth is now wet.
The kettle is now empty.
The potato is now cooked.
The cup is now empty.
The mug is now empty.
The microwave is now off.
The coffee machine is now turned on and the mug is filled with coffee.
The toaster is now on.
The potato is now cooking.
The bread is toasted.
The cup now has water in it.
The knife is now dirty.
The sink is now empty.
The mug is now empty.
The plate is now dirty.
The drawer is now open.
The phone is now in the robot's hand.
The toast is now out of the toaster.
The phone is now broken.
The vase is now broken.
The toaster is now turned on and the bread is toasted.
The coffee mug is now empty.
The refrigerator is now open.
The microwave is now off.
The potato is now in the microwave.
The vase is now broken.
The microwave is now closed.
The plate is now dirty.
The pot is now in the sink.
The phone is now broken.
The fridge door is now open.
The egg is now in the robot's hand.
The mug is now empty.
The mug is now empty.
The bread is now toasted.
The mug is now full of coffee.
The mirror is now dirty.
The apple is now out of the fridge.
The toast is now microwaved.
The mug is now dirty.
The bread is now in the toaster.
The mug is now empty.
The plate is now broken.
The bread is now in the drawer.
The potato is now cooked.
The bowl is now out of the microwave.
The microwave is now open.
The mirror is now dirty.
The mirror is now dirty.
The mug is now broken.
The microwave is now open.
The cup is now out of the refrigerator.
The potato is now cooking.
The cloth is now on the counter.
The slice of bread is now toasted.
The mug is now empty.
The mug is now empty.
The mug is now in the robot's hand.
The bread is now sliced.
The mug is now empty.
The kettle is now in the robot's hand.
The loaf of bread is now in the robot's hand.
The cellphone is now broken.
The microwave is now closed.
The phone is now broken.
The microwave is now closed.
The cellphone is now broken.
The mug is now in the robot's hand.
The mug is now empty.
The egg is now cooked.
The egg is now cooked.
The bread is now toasted.
The cloth is now closed.
The bread is now on the counter top.
The egg is now cooked.
The bread is now in two pieces.
The fridge door is now closed.
The butterknife is now out of the drawer.
The potato is now cooked.
The stove is now hot.
The mug is now inside the microwave.
The lettuce is now on the countertop.
The microwave is now open.
The bread is now sliced.
The mug is now full of coffee.
The kettle is now empty.
The potato is now cooked.
The mug is now empty.
The egg is now cold.
The mug becomes hot.
The door to the microwave is now open.
The mirror is now dirty.
The mirror is now dirty.
The mirror is now dirty.
The slice of bread is now gone.
The pan is now dirty.
The potato is now cooking.
The potato is now cooked.
The mug is now empty.
The bread is now on the countertop.
The potato is now cooked.
The microwave is now closed.
The mug is now in the robot's hand.
The mug is now broken.
The water is now running.
The sink is now empty.
The dish is now broken.
The bread is now sliced.
The bread is now toasted.
The bread is now sliced.
The bread is toasted.
The egg is now inside the refrigerator.
The loaf of bread is now sliced.
The mug is now empty.
The potato is now cooked.
The sink is now full of water.
The mug is now full of coffee.
The potato is now in the microwave.
The egg is now cooked.
The mug is now empty.
The coffee mug is now empty.
The laptop is now broken.
The egg is now broken.
The bread is now sliced.
The toaster is now off.
The cloth is now wet.
The plate is now broken.
The bread is now toasted.
The sink is now empty.
The toaster is now turned on.
The potato is now cooked.
The mug now has liquid in it.
The sink is now full of water.
The potato is now cooked.
The mug is now wet.
The microwave is now open.
The phone is now off.
The microwave is now closed.
The sink is now empty.
The potato is now cooked.
The pan is now hot.
The drawer is now open.
The pan is now hot.
The apple is now cooked.
The egg is now broken.
The faucet is now turned on.
The egg is now broken.
The mug is now full of coffee.
The potato is now out of the microwave.
The bread is now toasted.
The mug is now empty.
The egg cooks.
The bed is now dirty.
The cell phone is now in the drawer.
The microwave is now closed.
The mug is now empty.
The mirror is now dirty.
The lights are turned off.
The bread is now sliced.
The potato is now cooked.
The bread is now cooked.
The plate is now dirty.
The cell phone is now broken.
The sink is now empty.
The mug is now dirty.
The mirror is now dirty.
The water is no longer running.
The bread is now in the robot's hand.
The potato is now cooked.
The plate is now dirty.
The mug is now broken.
The mirror is now dirty.
The egg cooks.
The sink is now empty.
The potato is now cooked.
The cloth is now clean.
The egg is now sliced.
The fridge is now closed.
The bread is now toasted.
The coffee machine is now on and the cup has coffee in it.
The gas is now on.
The potato is now cooked.
The mug is now broken.
The toaster is now off and the bread is not toasted.
The bowl is now out of the microwave.
The potato is now cooked.
The mug is now empty.
The bread is now out of the toaster.
The bread is now in the robot's hand.
The mug is now empty.
The mug is now broken.
The bread is now sliced.
The potato is now cooking.
The knife is now next to the tomato.
The drawer is now closed.
The mirror is now dirty.
The egg cooks.
The microwave is now open.
The cell phone is now on the floor.
The mirror is now dirty.
The mug is now full.
The drawer is now closed.
The alarm clock is now broken.
The bread is now sliced.
The bread is toasted.
The drawer is now open.
The light switch is now off.
The soap bar is now in the sink.
The cloth is now wet.
The microwave is now open.
The mug is now broken.
The apple is now cooked.
The egg is now sliced.
The sink is now full of water.
The microwave is now closed.
The egg is now cooked.
The toaster is now off and the bread is cool.
The bread is toasted.
The microwave is now closed.
The mug is now broken.
The bread is now sliced.
The drawer is now open.
The apple is now cooking on the stove.
The potato is now out of the microwave.
The cloth is now wet.
The dish is now clean.
The cellphone is now broken.
The plate is now dirty.
The egg is now cooked.
The fridge is now closed.
The bread is now on the counter.
The water is no longer running.
The potato is now out of the microwave.
The mug is now dirty.
The sink is now full of water.
The potato is now cooking.
The bread is toasted.
The mug is now dirty.
The bread is toasted.
The egg is now broken.
The sink is now empty and the mug is dry.
The mug is now empty.
The sink is now empty.
The mug is now empty.
The microwave is now closed.
The cloth is now in the robot's hand.
The potato is now cooked.
The mug is now empty.
The lettuce is now sliced.
The microwave is now closed.
The bread is now sliced.
The mug is now empty.
The cloth is now wet.
The microwave is now closed.
The cup is now empty.
The bread is now sliced.
The egg is now cooked.
The mug is now empty.
The microwave is now open.
The lettuce is now in slices.
The egg is now cooking.
The potato is now cooking.
The microwave is now closed.
The ladle is now empty.
The potato is now cooking.
The mug is now full of coffee.
The statue is now broken.
The bread is now in the robot's hand.
The cell phone is now broken.
The mug becomes wet.
The mug is now empty.
The potato is now cooked.
The egg is now cooked.
The water is no longer running and the mug is now empty.
The egg is now broken.
The apple is now in the robot's hand.
The mug becomes hot.
The bread is now on the counter.
The left sink has water in it.
The mug is now dirty.
The mug is now empty.
The toaster is now on.
The drawer is now closed.
The mug becomes wet.
The bread is now toasted.
The drawer is now open.
The mug is now empty.
The potato is now cooked.
The water is no longer running.
The mirror is now dirty.
The bread is now cooked.
The mug is now empty.
The cloth is now clean.
The vase is now broken.
The egg is now broken.
The bread is now sliced.
The mug is now empty.
The apple is now inside the fridge.
The mirror is now dirty.
The mug is now empty.
The slice of bread is now toasted.
The mug now has water in it.
The knife has now been used to slice bread.
The cellphone is now broken.
The mug is now empty.
The microwave is now closed.
The bread is toasted.
The faucet is now off and the liquid in the sink is no longer flowing.
The egg is now inside the fridge.
The sink is now empty.
The door is now closed.
The mug is now inside the fridge.
The mug is now empty.
The egg is now cooked.
The egg is now cooked.
The mug is now broken.
The drawer is now open.
The pan is now inside the microwave.
The mug is now full of coffee.
The egg is now in the robot's hand.
The sink is now full of water.
The mug is now empty.
The bread is now on the kitchen counter.
The mug is now hot.
The plate is now dirty.
The spatula is now inside the drawer.
The tomato is now cold.
The light is now off.
The apple is now cooked.
The mug is now empty.
The egg is now in pieces.
The sink is now empty.
The mug is now broken.
The bottle is now empty.
The potato is now cooked.
The plate is now dirty.
The potato is now cooked.
The mug is now cool.
The bread is now sliced.
The egg is now broken.
The mug is now full of coffee.
The microwave is now open.
The apple is now out of the fridge.
The lettuce is now chopped.
The egg is now cooking.
The toaster is now on.
The sink is now full of water.
The bread is now out of the toaster.
The mirror is now dirty.
The bread is now sliced.
The apple is now on the counter.
The fridge doors are now closed.
The potato is now on the countertop.
The sink is now full of water.
The potato is now cooking.
The mirror is now dirty.
The bread is now sliced.
The pan is now dirty.
The fridge is now open.
The sink is now empty.
The mug is now empty.
The apple is now cooked.
The potato is now cooking.
The cloth becomes wet.
The bread is not cooked.
The mug is now empty.
The plate is now dirty.
The egg is now cooked.
The cabinet is now closed.
The mirror is now dirty.
The drawer is now open.
The egg is now cooked.
The bowl is now empty.
The statue is now broken.
The bread is now in the robot's hand.
The mirror is now dirty.
The mug is now empty.
The cellphone is now broken.
The statue is now broken.
The toaster is now turned on.
The potato is now out of the microwave.
The bread is now toasted.
The sink is no longer filled with water.
The water is no longer running.
The plate is now broken.
The bread is now sliced.
The vase is now broken.
The egg cooks.
The mug is now in the robot's hand.
The egg cooks.
The loaf of bread is now sliced.
The cellphone is now on the coffee table.
The mirror is now dirty.
The microwave is now closed.
The mirror is now dirty.
The mirror is now dirty.
The mirror is now dirty.
The potato is now cooked.
The bread is now toasted.
The microwave is now closed.
The bread is now toasted.
The microwave is now closed.
The plate is now broken.
The mug is now empty.
The bread is now on the countertop.
The sink fills with water.
The mug is now broken.
The drawer is now closed.
The mug is now empty.
The apple is now cooked.
The bread is now cooked.
The fridge is now open.
The bread is now sliced.
The cup is now wet.
The mirror is now dirty.
The mirror is now dirty.
The mug is now dirty.
The bread is now toasted.
The loaf of bread is now sliced.
The drawer is now open.
The mirror is now dirty.
The drawer is now closed.
The bread is now in pieces.
The egg cooks.
The cell phone is now turned on.
The butter knife is now on the bread.
The potato is now cooked.
The mug is now full of coffee.
The drawer is now empty.
The mug is now empty.
The plate is now broken.
The bread is now sliced.
The mug is now wet.
The fridge door is now open.
The mug is now empty.
The loaf of bread is now sliced.
The mug is now in the robot's hand.
The egg cooks.
The lettuce is now chopped.
The microwave is now open.
The apple is now cooked.
The bread is now sliced.
The plate is now broken.
The mug is now empty.
The apple is now cooked.
The bread is now cold.
The microwave is now off.
The mirror is now dirty.
The faucet is now on and the sink has water in it.
The bread is now in the robot's hand.
The bread is now sliced.
The apple is now cooking.
The bread is now sliced.
The light is now off.
The mug is now in the sink.
The phone is now broken.
The bread is now in the robot's hand.
The microwave is now open.
The mug is now in the robot's hand.
The potato is now cooked.
The mug is now empty.
The microwave is now open.
The apple is now cooked.
The potato is now cooked.
The mirror is now dirty.
The bread is now toasted.
The microwave is now closed.
The mug is now dirty.
The book is now on the bed.
The mug is now empty.
The bread is now sliced.
The egg cooks.
The plate is now broken.
The bread is now sliced.
The plate is now broken.
The microwave is now closed.
The egg cooks.
The mug is now full of coffee.
The phone is now broken.
The mug is now hot.
The drawer is now closed.
The mug is now empty.
The bread is now in the robot's hand.
The bread is now sliced.
The potato is now cooked.
The egg is now broken.
The bread is now sliced.
The potato is now cooked.
The cup is now empty.
The mug is now empty.
The mug is now in the robot's hand.
The cloth is now inside the drawer.
The bread is now sliced.
The light switch is now off.
The coffee maker is now on and the mug will start to heat up.
The pan and egg are now hot.
The bed is now dirty.
The mug is now empty.
The mirror is now dirty.
The vase is now broken.
The mug is now empty.
The microwave is now closed.
The bread is now sliced.
The cup is now empty.
The egg is now broken.
The bread is now in the robot's hand.
The apple is now out of the microwave.
The potato is now cooked.
The mug is now in the robot's hand.
The egg is now cooked.
The mug is now empty.
The loaf of bread is now gone.
The bread is now on the countertop.
The sink is now empty and the bowl is dry.
The potato is now cooked.
The statue is now broken and the plate is now damaged.
The egg cooks.
The mug is now dirty.
The slice of bread is toasted.
The mug is now empty.
The mirror is now dirty.
The fridge is now open.
The pan is now hot.
The sink is now empty and the cloth is wet.
The mug is now full of coffee.
The slice of bread is now in the robot's hand.
The potato is now in the robot's hand.
The mirror is now dirty.
The bread is now out of the toaster.
The mirror is now dirty.
The potato is now cooking.
The egg is now sliced.
The mug is now empty.
The plate is now dirty.
The drawer is now open.
The fridge is now closed.
The bread is now sliced.
The apple is now in the microwave.
The mug is now empty.
The toaster is now off.
The mug is now empty.
The mug is now broken.
The mug is now empty.
The apple is now cooked.
The apple is now cooked.
The microwave is now closed.
The mug becomes full of water.
The mug is now in the microwave.
The microwave is now open.
The mug is now empty.
The drawer is now closed.
The mug is now broken and the potato is now on the floor.
The coffee machine is now on and the mug is filled with coffee.
The fridge is now closed.
The mug is now empty.
The mug is now empty.
The plate is now broken.
The slice of bread is now gone.
The mug is now empty.
The pan is now hot and the egg is cooked.
The bread is now sliced.
The egg is now cooked.
The sink is now empty.
The sink is now empty.
The mug is now full of coffee.
The sink is now empty.
The microwave is now closed.
The cloth is now wet.
The toaster is now on.
The fridge door is now open.
The bread is now on the counter.
The potato is now cooked.
The plate is now dirty.
The egg is now sliced.
The egg cooks.
The pan is now on the stove and the egg is cooking.
The potato is now out of the microwave.
The slice of bread is now inside the fridge.
The cup is now empty.
The egg is now on the plate.
The mug is now wet.
The bread is now sliced.
The sink is now empty.
The bread is now on the countertop.
The mug is now empty.
The mug is now microwaved.
The mirror is now dirty.
The egg is now sliced.
The mug is now microwaved.
The water in the sink starts to flow.
The cloth is now wet.
The kettle is now empty.
The egg is now cooked.
The egg cooks.
The microwave is now on.
The egg cooks.
The pan is now empty.
The loaf of bread is now in the robot's hand.
The lettuce is now chopped.
The microwave is now open.
The mug is now empty.
The cup is now full of water.
The bed is now dirty.
The bread is toasted.
The bread is now cut.
The bread is now un-toasted.
The mug is now empty.
The egg is now on the countertop.
The bread is now in the robot's hand.
The mirror is now dirty.
The cup is now empty.
The cell phone is now in the dresser.
The mug is now empty.
The mug is now empty.
The potato is now microwaved.
The egg cooks.
The water is no longer running.
The stove is now on.
The potato is now cooked.
The egg is now out of the microwave.
The mirror is now dirty.
The apple is now out of the microwave.
The egg is now broken.
The Apple is now cooked.
The egg is now in the robot's hand.
The mug is now empty.
The toaster is now off.
The egg and mug are now out of the fridge.
The microwave is now open.
The apple is now on the counter.
The egg is now cooked.
The microwave is now open.
The cloth is now in the robot's hand.
The sink is now empty.
The bread is now sliced.
The lettuce is now in the robot's hand.
The light switch is now off.
The bread is now toasted.
The water is now off.
The toaster is now off.
The egg cooks.
The microwave is now open.
The mirror is now dirty.
The egg is now in the robot's hand.
The egg cooks.
The potato is now cooking.
The bread is now on the counter.
The microwave is now closed.
The potato is now cooked.
The bread is now sliced.
The egg is now sliced.
The drawers are now open.
The vase is now in the robot's hand.
The egg is now cooked.
The water is now off.
The vase is now in the robot's hand.
The mug is now microwaved.
The potato is now cooked.
The cell phone is now broken.
The mirror is now dirty.
The bread is now sliced.
The kettle is now empty.
The sink is now full of water.
The mug is now full of water.
The microwave is now off.
The bowl is now in the robot's hand.
The mirror is now dirty.
The bread is toasted.
The bread is now in the garbage can.
The egg is now broken.
The light switch is now in the off position.
The vase is now broken.
The pan is now dirty.
The sink is now empty.
The alarm clock is now ringing.
The mug is now empty.
The drawer is now empty.
The egg is now in the robot's hand.
The mug is now in the robot's hand.
The mug is now microwaved.
The mug becomes full of coffee.
The sink is now full of water.
The mug is now empty.
The fridge is now open.
The egg cooks.
The bed is now dirty.
The potato is now cooking.
The apple is now on the countertop.
The potato is now cooked.
The egg is now cooked.
The mug is now empty.
The egg is now in pieces.
The cloth is now on the counter.
The potato is now cooked.
The potato is now microwaved.
The sink is now empty.
The egg cooks.
The bread is now sliced.
The mug is now empty.
The potato is now cooked.
The machine is now on.
The mug is now hot and has coffee in it.
The cup is now microwaved.
The faucet is now turned on.
The microwave is now on.
The bottle is now broken.
The drawer is now closed.
The plate is now dirty.
The slice of bread is now gone.
The drawer is now closed.
The microwave is now open.
The mug is now out of the microwave.
The bread is toasted.
The sink is now empty.
The pan and the egg are now hot.
The mug is now hot.
The sink is now empty.
The bread is now closer to the robot.
The mug is now empty.
The potato is now cooked.
The mirror is now dirty.
The egg is now sliced.
The bread is now sliced.
The apple is now cooked.
The egg is now warm.
The light switch is turned off.
